member_id,time_retrieved,honorific,first_name,last_name,constituency,province_territory,party,email,website,gov_level,image_url,source_url
7041,1708745813416,,Peter,Tabuns,Toronto—Danforth,Ontario,New Democratic Party of Ontario,tabunsp-qp@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Peter_Tabuns_v2.jpg,https://www.ola.org/en/members/all/peter-tabuns
7494,1708745813416,Hon.,Nina,Tangri,Mississauga—Streetsville,Ontario,Progressive Conservative Party of Ontario,Nina.Tangri@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/nina_tangri.jpg,https://www.ola.org/en/members/all/nina-tangri
7178,1708745813416,,Monique,Taylor,Hamilton Mountain,Ontario,New Democratic Party of Ontario,MTaylor-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Monique_Taylor.jpg,https://www.ola.org/en/members/all/monique-taylor
7511,1708745813416,Hon.,Vijay,Thanigasalam,Scarborough—Rouge Park,Ontario,Progressive Conservative Party of Ontario,Vijay.Thanigasalam@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/vijay_thanigasalam_v1.jpg,https://www.ola.org/en/members/all/vijay-thanigasalam
7179,1708745813416,Hon.,Lisa,Thompson,Huron—Bruce,Ontario,Progressive Conservative Party of Ontario,Lisa.Thompson@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/lisa_thompson.jpg,https://www.ola.org/en/members/all/lisa-m-thompson
7519,1708745813416,Hon.,Michael A.,Tibollo,Vaughan—Woodbridge,Ontario,Progressive Conservative Party of Ontario,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/michael_tibollo.jpg,https://www.ola.org/en/members/all/michael-a-tibollo
7499,1708745813416,,Effie J.,Triantafilopoulos,Oakville North—Burlington,Ontario,Progressive Conservative Party of Ontario,Effie.Triantafilopoulos@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/effie_triantafilopoulos.jpg,https://www.ola.org/en/members/all/effie-j-triantafilopoulos
7192,1708745813416,,John,Vanthof,Timiskaming—Cochrane,Ontario,New Democratic Party of Ontario,JVanthof-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/john_vanthof.jpg,https://www.ola.org/en/members/all/john-vanthof
7614,1708745813416,,Lise,Vaugeois,Thunder Bay—Superior North,Ontario,New Democratic Party of Ontario,LVaugeois-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Lise_Vaugeois.png,https://www.ola.org/en/members/all/lise-vaugeois
7506,1708745813416,,Daisy,Wai,Richmond Hill,Ontario,Progressive Conservative Party of Ontario,Daisy.Wai@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/daisy_wai_0.jpg,https://www.ola.org/en/members/all/daisy-wai
7446,1708745813416,,Jamie,West,Sudbury,Ontario,New Democratic Party of Ontario,JWest-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Jamie-West.jpeg,https://www.ola.org/en/members/all/jamie-west
7586,1708745813416,Hon.,Charmaine,Williams,Brampton Centre,Ontario,Progressive Conservative Party of Ontario,Charmaine.Williams@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Charmaine_Williams.png,https://www.ola.org/en/members/all/charmaine-a-williams
7616,1708745813416,,Kristyn,Wong-Tam,Toronto Centre,Ontario,New Democratic Party of Ontario,KWong-Tam-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Kristyn_Wong_Tam.png,https://www.ola.org/en/members/all/kristyn-wong-tam
2139,1708745813416,,John,Yakabuski,Renfrew—Nipissing—Pembroke,Ontario,Progressive Conservative Party of Ontario,John.Yakabuski@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/john_yakabuski_0.jpg,https://www.ola.org/en/members/all/john-yakabuski
NaN,1708745813416,,Vacant,seat,Lambton—Kent—Middlesex,Ontario,,,,Provincial,https://www.ola.org/sites/default/files/mpp-placeholder.png,https://www.ola.org/en/members/all/vacant-seat-lambton-kent-middlesex
NaN,1708745813416,,Vacant,seat,Milton,Ontario,,Parm.Gill@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/mpp-placeholder.png,https://www.ola.org/en/members/all/vacant-seat-milton
