member_id,time_retrieved,honorific,first_name,last_name,constituency,province_territory,party,email,website,image_url,source_url
88721,1708714122709,,Julie,Dzerowicz,Davenport,Ontario,Liberal,julie.dzerowicz@parl.gc.ca,http://juliedzerowicz.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/DzerowiczJulie_Lib.jpg,https://www.ourcommons.ca/members/en/julie-dzerowicz(88721)
89010,1708714122709,,Ali,Ehsassi,Willowdale,Ontario,Liberal,ali.ehsassi@parl.gc.ca,http://aliehsassi.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/EhsassiAli_Lib.jpg,https://www.ourcommons.ca/members/en/ali-ehsassi(89010)
88515,1708714122709,,Fayçal,El-Khoury,Laval—Les Îles,Quebec,Liberal,faycal.el-khoury@parl.gc.ca,http://faycalelkhoury.libparl.ca/?lang=en,/Content/Parliamentarians/Images/OfficialMPPhotos/44/ElKhouryFayçal_Lib.jpg,https://www.ourcommons.ca/members/en/faycal-el-khoury(88515)
109905,1708714122709,,Stephen,Ellis,Cumberland—Colchester,Nova Scotia,Conservative,stephen.ellis@parl.gc.ca,http://drstephenellismp.com,/Content/Parliamentarians/Images/OfficialMPPhotos/44/EllisStephen_CPC.jpg,https://www.ourcommons.ca/members/en/stephen-ellis(109905)
105082,1708714122709,,Dave,Epp,Chatham-Kent—Leamington,Ontario,Conservative,Dave.Epp@parl.gc.ca,http://www.daveeppmp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/EppDave_CPC.jpg,https://www.ourcommons.ca/members/en/dave-epp(105082)
88687,1708714122709,,Nathaniel,Erskine-Smith,Beaches—East York,Ontario,Liberal,nathaniel.erskine-smith@parl.gc.ca,http://beynate.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/Erskine-SmithNathaniel_Lib.jpg,https://www.ourcommons.ca/members/en/nathaniel-erskine-smith(88687)
98749,1708714122709,,Rosemarie,Falk,Battlefords—Lloydminster,Saskatchewan,Conservative,Rosemarie.Falk@parl.gc.ca,http://www.rosemariefalk.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FalkRosemarie_CPC.jpg,https://www.ourcommons.ca/members/en/rosemarie-falk(98749)
84672,1708714122709,,Ted,Falk,Provencher,Manitoba,Conservative,ted.falk@parl.gc.ca,http://tedfalk.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FalkTed_CPC.jpg,https://www.ourcommons.ca/members/en/ted-falk(84672)
35904,1708714122709,Hon.,Ed,Fast,Abbotsford,British Columbia,Conservative,ed.fast@parl.gc.ca,http://www.edfast.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FastEd_CPC.jpg,https://www.ourcommons.ca/members/en/ed-fast(35904)
88478,1708714122709,Hon.,Greg,Fergus,Hull—Aylmer,Quebec,Liberal,Greg.Fergus@parl.gc.ca,http://gregfergus.libparl.ca/?lang=en,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FergusGreg_Lib.jpg,https://www.ourcommons.ca/members/en/greg-fergus(88478)
110604,1708714122709,,Michelle,Ferreri,Peterborough—Kawartha,Ontario,Conservative,michelle.ferreri@parl.gc.ca,http://michelleferrerimp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FerreriMichelle_CPC.jpg,https://www.ourcommons.ca/members/en/michelle-ferreri(110604)
88325,1708714122709,,Andy,Fillmore,Halifax,Nova Scotia,Liberal,andy.fillmore@parl.gc.ca,http://www.andyfillmoremp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FillmoreAndy_Lib.jpg,https://www.ourcommons.ca/members/en/andy-fillmore(88325)
20878,1708714122709,Hon.,Kerry-Lynne,Findlay,South Surrey—White Rock,British Columbia,Conservative,kerry-lynne.findlay@parl.gc.ca,http://klfindlay.com,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FindlayKerryLynne_CPC.jpg,https://www.ourcommons.ca/members/en/kerry-lynne-d-findlay(20878)
88323,1708714122709,,Darren,Fisher,Dartmouth—Cole Harbour,Nova Scotia,Liberal,darren.fisher@parl.gc.ca,http://darrenfisher.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FisherDarren_Lib.jpg,https://www.ourcommons.ca/members/en/darren-fisher(88323)
71692,1708714122709,,Peter,Fonseca,Mississauga East—Cooksville,Ontario,Liberal,peter.fonseca@parl.gc.ca,http://peterfonseca.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FonsecaPeter_Lib.jpg,https://www.ourcommons.ca/members/en/peter-fonseca(71692)
96356,1708714122709,Hon.,Mona,Fortier,Ottawa—Vanier,Ontario,Liberal,mona.fortier@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FortierMona_Lib.jpg,https://www.ourcommons.ca/members/en/mona-fortier(96356)
88605,1708714122709,,Rhéal Éloi,Fortin,Rivière-du-Nord,Quebec,Bloc Québécois,rheal.fortin@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FortinRhéal_BQ.jpg,https://www.ourcommons.ca/members/en/rheal-eloi-fortin(88605)
88827,1708714122709,,Peter,Fragiskatos,London North Centre,Ontario,Liberal,peter.fragiskatos@parl.gc.ca,http://peterfragiskatos.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FragiskatosPeter_Lib.jpg,https://www.ourcommons.ca/members/en/peter-fragiskatos(88827)
88316,1708714122709,Hon.,Sean,Fraser,Central Nova,Nova Scotia,Liberal,sean.fraser@parl.gc.ca,http://www.seanfrasermp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FraserSean_Lib.jpg,https://www.ourcommons.ca/members/en/sean-fraser(88316)
84665,1708714122709,Hon.,Chrystia,Freeland,University—Rosedale,Ontario,Liberal,chrystia.freeland@parl.gc.ca,http://www.chrystiafreelandmp.com,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FreelandChrystia_Lib.jpg,https://www.ourcommons.ca/members/en/chrystia-freeland(84665)
1589,1708714122709,Hon.,Hedy,Fry,Vancouver Centre,British Columbia,Liberal,hedy.fry@parl.gc.ca,http://www.hedyfry.com,/Content/Parliamentarians/Images/OfficialMPPhotos/44/FryHedy_Lib.jpg,https://www.ourcommons.ca/members/en/hedy-fry(1589)
110534,1708714122709,,Iqwinder,Gaheer,Mississauga—Malton,Ontario,Liberal,iqwinder.gaheer@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaheerIqwinder_Lib.jpg,https://www.ourcommons.ca/members/en/iqwinder-gaheer(110534)
115736,1708714122709,,Anna,Gainey,Notre-Dame-de-Grâce—Westmount,Quebec,Liberal,anna.gainey@parl.gc.ca,http://annagainey.libparl.ca/?lang=en,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaineyAnna_Lib.jpg,https://www.ourcommons.ca/members/en/anna-gainey(115736)
1809,1708714122709,,Cheryl,Gallant,Renfrew—Nipissing—Pembroke,Ontario,Conservative,cheryl.gallant@parl.gc.ca,http://cherylgallant.com,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GallantCheryl_CPC.jpg,https://www.ourcommons.ca/members/en/cheryl-gallant(1809)
110189,1708714122709,,Jean-Denis,Garon,Mirabel,Quebec,Bloc Québécois,jean-denis.garon@parl.gc.ca,http://jdgaron.quebec,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaronJeanDenis_BQ.jpg,https://www.ourcommons.ca/members/en/jean-denis-garon(110189)
71995,1708714122709,,Randall,Garrison,Esquimalt—Saanich—Sooke,British Columbia,NDP,randall.garrison@parl.gc.ca,http://randallgarrison.ndp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GarrisonRandall_NDP.jpg,https://www.ourcommons.ca/members/en/randall-garrison(71995)
104806,1708714122709,,Marie-Hélène,Gaudreau,Laurentides—Labelle,Quebec,Bloc Québécois,MH.Gaudreau@parl.gc.ca,http://mhgaudreau.quebec,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaudreauMarieHélène_BQ.jpg,https://www.ourcommons.ca/members/en/marie-helene-gaudreau(104806)
87121,1708714122709,,Leah,Gazan,Winnipeg Centre,Manitoba,NDP,Leah.Gazan@parl.gc.ca,http://www.leahgazan.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GazanLeah_NDP.jpg,https://www.ourcommons.ca/members/en/leah-gazan(87121)
63908,1708714122709,,Bernard,Généreux,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Quebec,Conservative,bernard.genereux@parl.gc.ca,http://www.bernardgenereux.ca/en,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GénéreuxBernard_CPC.jpg,https://www.ourcommons.ca/members/en/bernard-genereux(63908)
89226,1708714122709,,Garnett,Genuis,Sherwood Park—Fort Saskatchewan,Alberta,Conservative,garnett.genuis@parl.gc.ca,http://www.garnettgenuismp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GenuisGarnett_CPC.jpg,https://www.ourcommons.ca/members/en/garnett-genuis(89226)
88802,1708714122709,,Mark,Gerretsen,Kingston and the Islands,Ontario,Liberal,mark.gerretsen@parl.gc.ca,http://markgerretsen.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GerretsenMark_Lib.jpg,https://www.ourcommons.ca/members/en/mark-gerretsen(88802)
88538,1708714122709,,Marilène,Gill,Manicouagan,Quebec,Bloc Québécois,marilene.gill@parl.gc.ca,http://marilenegill.quebec,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GillMarilène_BQ.jpg,https://www.ourcommons.ca/members/en/marilene-gill(88538)
88938,1708714122709,,Marilyn,Gladu,Sarnia—Lambton,Ontario,Conservative,marilyn.gladu@parl.gc.ca,http://www.mpmarilyngladu.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GladuMarilyn_CPC.jpg,https://www.ourcommons.ca/members/en/marilyn-gladu(88938)
89407,1708714122709,,Joël,Godin,Portneuf—Jacques-Cartier,Quebec,Conservative,joel.godin@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GodinJoël_CPC.jpg,https://www.ourcommons.ca/members/en/joel-godin(89407)
110918,1708714122709,,Laila,Goodridge,Fort McMurray—Cold Lake,Alberta,Conservative,laila.goodridge@parl.gc.ca,http://lailagoodridgemp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GoodridgeLaila_CPC.jpg,https://www.ourcommons.ca/members/en/laila-goodridge(110918)
88715,1708714122709,Hon.,Karina,Gould,Burlington,Ontario,Liberal,karina.gould@parl.gc.ca,http://karinagould.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GouldKarina_Lib.jpg,https://www.ourcommons.ca/members/en/karina-gould(88715)
35397,1708714122709,,Jacques,Gourde,Lévis—Lotbinière,Quebec,Conservative,jacques.gourde@parl.gc.ca,http://services.jacquesgourde.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GourdeJacques_CPC.jpg,https://www.ourcommons.ca/members/en/jacques-gourde(35397)
105802,1708714122709,,Tracy,Gray,Kelowna—Lake Country,British Columbia,Conservative,Tracy.Gray@parl.gc.ca,http://www.tracygraymp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GrayTracy_CPC.jpg,https://www.ourcommons.ca/members/en/tracy-gray(105802)
93023,1708714122709,,Matthew,Green,Hamilton Centre,Ontario,NDP,Matthew.Green@parl.gc.ca,http://matthewgreen.ndp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GreenMatthew_NDP.jpg,https://www.ourcommons.ca/members/en/matthew-green(93023)
14171,1708714122709,Hon.,Steven,Guilbeault,Laurier—Sainte-Marie,Quebec,Liberal,Steven.Guilbeault@parl.gc.ca,http://stevenguilbeault.libparl.ca/?lang=en,/Content/Parliamentarians/Images/OfficialMPPhotos/44/GuilbeaultSteven_Lib.jpg,https://www.ourcommons.ca/members/en/steven-guilbeault(14171)
88984,1708714122709,Hon.,Patty,Hajdu,Thunder Bay—Superior North,Ontario,Liberal,patty.hajdu@parl.gc.ca,http://pattyhajdu.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HajduPatty_Lib.jpg,https://www.ourcommons.ca/members/en/patty-hajdu(88984)
105630,1708714122709,,Jasraj Singh,Hallan,Calgary Forest Lawn,Alberta,Conservative,JasrajSingh.Hallan@parl.gc.ca,http://jasrajmp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HallanJasrajSingh_CPC.jpg,https://www.ourcommons.ca/members/en/jasraj-singh-hallan(105630)
111109,1708714122709,,Brendan,Hanley,Yukon,Yukon,Liberal,brendan.hanley@parl.gc.ca,http://brendanhanley.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HanleyBrendan_Lib.jpg,https://www.ourcommons.ca/members/en/brendan-hanley(111109)
89274,1708714122709,,Ken,Hardie,Fleetwood—Port Kells,British Columbia,Liberal,ken.hardie@parl.gc.ca,http://kenhardie.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HardieKen_Lib.jpg,https://www.ourcommons.ca/members/en/ken-hardie(89274)
110446,1708714122709,,Lisa,Hepfner,Hamilton Mountain,Ontario,Liberal,lisa.hepfner@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HepfnerLisa_Lib.jpg,https://www.ourcommons.ca/members/en/lisa-hepfner(110446)
59148,1708714122709,,Randy,Hoback,Prince Albert,Saskatchewan,Conservative,randy.hoback@parl.gc.ca,http://www.mprandyhoback.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HobackRandy_CPC.jpg,https://www.ourcommons.ca/members/en/randy-hoback(59148)
25508,1708714122709,Hon.,Mark,Holland,Ajax,Ontario,Liberal,mark.holland@parl.gc.ca,http://markholland.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HollandMark_Lib.jpg,https://www.ourcommons.ca/members/en/mark-holland(25508)
88558,1708714122709,,Anthony,Housefather,Mount Royal,Quebec,Liberal,anthony.housefather@parl.gc.ca,http://anthonyhousefather.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HousefatherAnthony_Lib.jpg,https://www.ourcommons.ca/members/en/anthony-housefather(88558)
31289,1708714122709,,Carol,Hughes,Algoma—Manitoulin—Kapuskasing,Ontario,NDP,carol.hughes@parl.gc.ca,http://carolhughes.ndp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HughesCarol_NDP.jpg,https://www.ourcommons.ca/members/en/carol-hughes(31289)
89020,1708714122709,Hon.,Ahmed,Hussen,York South—Weston,Ontario,Liberal,ahmed.hussen@parl.gc.ca,http://ahmedhussen.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HussenAhmedD_Lib.jpg,https://www.ourcommons.ca/members/en/ahmed-hussen(89020)
88292,1708714122709,Hon.,Gudie,Hutchings,Long Range Mountains,Newfoundland and Labrador,Liberal,gudie.hutchings@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/HutchingsGudie_Lib.jpg,https://www.ourcommons.ca/members/en/gudie-hutchings(88292)
71337,1708714122709,,Angelo,Iacono,Alfred-Pellan,Quebec,Liberal,angelo.iacono@parl.gc.ca,http://angeloiacono.libparl.ca/?lang=en,/Content/Parliamentarians/Images/OfficialMPPhotos/44/IaconoAngelo_Lib.jpg,https://www.ourcommons.ca/members/en/angelo-iacono(71337)
111116,1708714122709,,Lori,Idlout,Nunavut,Nunavut,NDP,lori.idlout@parl.gc.ca,http://loriidlout.ndp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/IdloutLori_NDP.jpg,https://www.ourcommons.ca/members/en/lori-idlout(111116)
107097,1708714122709,Hon.,Marci,Ien,Toronto Centre,Ontario,Liberal,marci.ien@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/IenMarci_Lib.jpg,https://www.ourcommons.ca/members/en/marci-ien(107097)
105229,1708714122709,Hon.,Helena,Jaczek,Markham—Stouffville,Ontario,Liberal,Helena.Jaczek@parl.gc.ca,http://helenajaczek.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/JaczekHelena_Lib.jpg,https://www.ourcommons.ca/members/en/helena-jaczek(105229)
89167,1708714122709,,Matt,Jeneroux,Edmonton Riverbend,Alberta,Conservative,matt.jeneroux@parl.gc.ca,http://mattjeneroux.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/JenerouxMatt_CPC.jpg,https://www.ourcommons.ca/members/en/matt-jeneroux(89167)
89263,1708714122709,,Gord,Johns,Courtenay—Alberni,British Columbia,NDP,gord.johns@parl.gc.ca,http://gordjohns.ndp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/JohnsGord_NDP.jpg,https://www.ourcommons.ca/members/en/gord-johns(89263)
88384,1708714122709,Hon.,Mélanie,Joly,Ahuntsic-Cartierville,Quebec,Liberal,melanie.joly@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/JolyMélanie_Lib.jpg,https://www.ourcommons.ca/members/en/melanie-joly(88384)
13218,1708714122709,,Yvonne,Jones,Labrador,Newfoundland and Labrador,Liberal,yvonne.jones@parl.gc.ca,http://yvonnejones.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/JonesYvonne_Lib.jpg,https://www.ourcommons.ca/members/en/yvonne-jones(13218)
88929,1708714122709,,Majid,Jowhari,Richmond Hill,Ontario,Liberal,majid.jowhari@parl.gc.ca,http://majidjowhari.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/JowhariMajid_Lib.jpg,https://www.ourcommons.ca/members/en/majid-jowhari(88929)
16399,1708714122709,,Peter,Julian,New Westminster—Burnaby,British Columbia,NDP,peter.julian@parl.gc.ca,http://www.peterjulian.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/JulianPeter_NDP.jpg,https://www.ourcommons.ca/members/en/peter-julian(16399)
110502,1708714122709,,Arielle,Kayabaga,London West,Ontario,Liberal,arielle.kayabaga@parl.gc.ca,http://ariellekayabaga.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KayabagaArielle_Lib.jpg,https://www.ourcommons.ca/members/en/arielle-kayabaga(110502)
104531,1708714122709,,Mike,Kelloway,Cape Breton—Canso,Nova Scotia,Liberal,Mike.Kelloway@parl.gc.ca,http://www.mikekellowaymp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KellowayMike_Lib.jpg,https://www.ourcommons.ca/members/en/mike-kelloway(104531)
89130,1708714122709,,Pat,Kelly,Calgary Rocky Ridge,Alberta,Conservative,pat.kelly@parl.gc.ca,http://patkellymp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KellyPat_CPC.jpg,https://www.ourcommons.ca/members/en/pat-kelly(89130)
88849,1708714122709,,Iqra,Khalid,Mississauga—Erin Mills,Ontario,Liberal,iqra.khalid@parl.gc.ca,http://iqrakhalid.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KhalidIqra_Lib.jpg,https://www.ourcommons.ca/members/en/iqra-khalid(88849)
105052,1708714122709,,Arpan,Khanna,Oxford,Ontario,Conservative,arpan.khanna@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KhannaArpan_CPC.jpg,https://www.ourcommons.ca/members/en/arpan-khanna(105052)
88705,1708714122709,Hon.,Kamal,Khera,Brampton West,Ontario,Liberal,kamal.khera@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KheraKamal_Lib.jpg,https://www.ourcommons.ca/members/en/kamal-khera(88705)
89095,1708714122709,,Robert,Kitchen,Souris—Moose Mountain,Saskatchewan,Conservative,robert.kitchen@parl.gc.ca,http://www.drrobertkitchen.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KitchenRobert_CPC.jpg,https://www.ourcommons.ca/members/en/robert-kitchen(89095)
89136,1708714122709,,Tom,Kmiec,Calgary Shepard,Alberta,Conservative,tom.kmiec@parl.gc.ca,http://www.tomkmiecmp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KmiecTom_CPC.jpg,https://www.ourcommons.ca/members/en/tom-kmiec(89136)
105009,1708714122709,,Annie,Koutrakis,Vimy,Quebec,Liberal,Annie.Koutrakis@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KoutrakisAnnie_Lib.jpg,https://www.ourcommons.ca/members/en/annie-koutrakis(105009)
89080,1708714122709,,Michael,Kram,Regina—Wascana,Saskatchewan,Conservative,Michael.Kram@parl.gc.ca,http://michaelkrammp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KramMichael_CPC.jpg,https://www.ourcommons.ca/members/en/michael-kram(89080)
110454,1708714122709,,Shelby,Kramp-Neuman,Hastings—Lennox and Addington,Ontario,Conservative,shelby.kramp-neuman@parl.gc.ca,http://shelbykrampneumanmp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KrampNeumanShelby_CPC.jpg,https://www.ourcommons.ca/members/en/shelby-kramp-neuman(110454)
105614,1708714122709,,Damien,Kurek,Battle River—Crowfoot,Alberta,Conservative,Damien.Kurek@parl.gc.ca,http://www.damienkurek.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KurekDamien_CPC.jpg,https://www.ourcommons.ca/members/en/damien-c-kurek(105614)
96367,1708714122709,,Stephanie,Kusie,Calgary Midnapore,Alberta,Conservative,stephanie.kusie@parl.gc.ca,http://stephaniekusiemp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KusieStephanie_CPC.jpg,https://www.ourcommons.ca/members/en/stephanie-kusie(96367)
71820,1708714122709,,Irek,Kusmierczyk,Windsor—Tecumseh,Ontario,Liberal,Irek.Kusmierczyk@parl.gc.ca,http://irekkusmierczyk.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KusmierczykIrek_Lib.jpg,https://www.ourcommons.ca/members/en/irek-kusmierczyk(71820)
89346,1708714122709,,Jenny,Kwan,Vancouver East,British Columbia,NDP,jenny.kwan@parl.gc.ca,http://www.jennykwanndp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/KwanJenny_NDP.jpg,https://www.ourcommons.ca/members/en/jenny-kwan(89346)
35857,1708714122709,Hon.,Mike,Lake,Edmonton—Wetaskiwin,Alberta,Conservative,mike.lake@parl.gc.ca,http://mikelake.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LakeMike_CPC.jpg,https://www.ourcommons.ca/members/en/mike-lake(35857)
92209,1708714122709,,Marie-France,Lalonde,Orléans,Ontario,Liberal,Marie-France.Lalonde@parl.gc.ca,http://mflalondemp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LalondeMarieFrance_Lib.jpg,https://www.ourcommons.ca/members/en/marie-france-lalonde(92209)
96350,1708714122709,,Emmanuella,Lambropoulos,Saint-Laurent,Quebec,Liberal,emmanuella.lambropoulos@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LambropoulosEmmanuella_Lib.jpg,https://www.ourcommons.ca/members/en/emmanuella-lambropoulos(96350)
30552,1708714122709,,Kevin,Lamoureux,Winnipeg North,Manitoba,Liberal,kevin.lamoureux@parl.gc.ca,http://www.mpkevin.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LamoureuxKevin_Lib.jpg,https://www.ourcommons.ca/members/en/kevin-lamoureux(30552)
110665,1708714122709,,Melissa,Lantsman,Thornhill,Ontario,Conservative,melissa.lantsman@parl.gc.ca,http://melissalantsmanmp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LantsmanMelissa_CPC.jpg,https://www.ourcommons.ca/members/en/melissa-lantsman(110665)
110663,1708714122709,,Viviane,Lapointe,Sudbury,Ontario,Liberal,viviane.lapointe@parl.gc.ca,http://vivianelapointe.libparl.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LaPointeViviane_Lib.jpg,https://www.ourcommons.ca/members/en/viviane-lapointe(110663)
104973,1708714122709,,Andréanne,Larouche,Shefford,Quebec,Bloc Québécois,Andreanne.Larouche@parl.gc.ca,http://andreannelarouche.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LaroucheAndréanne_BQ.jpg,https://www.ourcommons.ca/members/en/andreanne-larouche(104973)
104957,1708714122709,,Patricia,Lattanzio,Saint-Léonard—Saint-Michel,Quebec,Liberal,Patricia.Lattanzio@parl.gc.ca,http://patricialattanzio.libparl.ca/?lang=en,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LattanzioPatricia_Lib.jpg,https://www.ourcommons.ca/members/en/patricia-lattanzio(104957)
88394,1708714122709,,Stéphane,Lauzon,Argenteuil—La Petite-Nation,Quebec,Liberal,stephane.lauzon@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LauzonStéphane_Lib.jpg,https://www.ourcommons.ca/members/en/stephane-lauzon(88394)
105291,1708714122709,,Philip,Lawrence,Northumberland—Peterborough South,Ontario,Conservative,Philip.Lawrence@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LawrencePhilip_CPC.jpg,https://www.ourcommons.ca/members/en/philip-lawrence(105291)
1813,1708714122709,Hon.,Dominic,LeBlanc,Beauséjour,New Brunswick,Liberal,dominic.leblanc@parl.gc.ca,http://dominicleblanc.libparl.ca/?lang=en,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LeblancDominic_Lib.jpg,https://www.ourcommons.ca/members/en/dominic-leblanc(1813)
88460,1708714122709,Hon.,Diane,Lebouthillier,Gaspésie—Les Îles-de-la-Madeleine,Quebec,Liberal,diane.lebouthillier@parl.gc.ca,http://dianelebouthillier.libparl.ca/?lang=en,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LebouthillierDiane_Lib.jpg,https://www.ourcommons.ca/members/en/diane-lebouthillier(88460)
104653,1708714122709,,Richard,Lehoux,Beauce,Quebec,Conservative,Richard.Lehoux@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LehouxRichard_CPC.jpg,https://www.ourcommons.ca/members/en/richard-lehoux(104653)
104630,1708714122709,,Sébastien,Lemire,Abitibi—Témiscamingue,Quebec,Bloc Québécois,Sebastien.Lemire@parl.gc.ca,http://depute.lemire.info,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LemireSébastien_BQ.jpg,https://www.ourcommons.ca/members/en/sebastien-lemire(104630)
108395,1708714122709,,Branden,Leslie,Portage—Lisgar,Manitoba,Conservative,branden.leslie@parl.gc.ca,http://www.brandenleslie.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LeslieBranden_CPC.jpg,https://www.ourcommons.ca/members/en/branden-leslie(108395)
105120,1708714122709,,Chris,Lewis,Essex,Ontario,Conservative,Chris.Lewis@parl.gc.ca,http://chrislewismp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LewisChris_CPC.jpg,https://www.ourcommons.ca/members/en/chris-lewis(105120)
88958,1708714122709,,Leslyn,Lewis,Haldimand—Norfolk,Ontario,Conservative,leslyn.lewis@parl.gc.ca,http://leslynlewismp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LewisLeslyn_CPC.jpg,https://www.ourcommons.ca/members/en/leslyn-lewis(88958)
89139,1708714122709,,Ron,Liepert,Calgary Signal Hill,Alberta,Conservative,ron.liepert@parl.gc.ca,http://ronliepertmp.ca,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LiepertRon_CPC.jpg,https://www.ourcommons.ca/members/en/ron-liepert(89139)
88532,1708714122709,,Joël,Lightbound,Louis-Hébert,Quebec,Liberal,joel.lightbound@parl.gc.ca,,/Content/Parliamentarians/Images/OfficialMPPhotos/44/LightboundJoël_Lib.jpg,https://www.ourcommons.ca/members/en/joel-lightbound(88532)
